城市,年月,产成品,工业用电量,人均公园绿地面积,绿化覆盖率,生产用水量,人均日生活用水量,月降水量,月平均气温,常住人口,空气质量综合指数
徐州,2021年3月,387.32,229.4,17.6,43.2,13777,149.9,10,12.9,902.85,4.53
徐州,2021年4月,387.32,229.4,17.6,43.2,13777,149.9,60.1,16.4,902.85,4.06
徐州,2021年5月,387.32,229.4,17.6,43.2,13777,149.9,202.8,21.8,902.85,3.68
徐州,2021年6月,387.32,229.4,17.6,43.2,13777,149.9,70.6,26.6,902.85,4.08
徐州,2021年7月,387.32,229.4,17.6,43.2,13777,149.9,254.3,28.8,902.85,2.41
徐州,2021年8月,387.32,229.4,17.6,43.2,13777,149.9,126,28.3,902.85,3.12
徐州,2021年9月,387.32,229.4,17.6,43.2,13777,149.9,127.3,23.9,902.85,3.35
徐州,2021年10月,387.32,229.4,17.6,43.2,13777,149.9,8.6,18.3,902.85,4.73
徐州,2021年11月,387.32,229.4,17.6,43.2,13777,149.9,18.5,10,902.85,5.61
徐州,2021年12月,387.32,229.4,17.6,43.2,13777,149.9,19.3,2.3,902.85,5.79
徐州,2022年1月,387.32,249.2,17.6,43.2,13777,149.9,26,2,901.85,6.23
徐州,2022年2月,387.32,249.2,17.6,43.2,13777,149.9,31.1,5.1,901.85,4.62
徐州,2022年3月,387.32,249.2,17.6,43.2,13777,149.9,10,12.9,901.85,4.3
徐州,2022年4月,387.32,249.2,17.6,43.2,13777,149.9,60.1,16.4,901.85,3.69
徐州,2022年5月,387.32,249.2,17.6,43.2,13777,149.9,202.8,21.8,901.85,3.63
徐州,2022年6月,387.32,249.2,17.6,43.2,13777,149.9,70.6,26.6,901.85,3.73
徐州,2022年7月,387.32,249.2,17.6,43.2,13777,149.9,254.3,28.8,901.85,2.92
徐州,2022年8月,387.32,249.2,17.6,43.2,13777,149.9,126,28.3,901.85,2.97
徐州,2022年9月,387.32,249.2,17.6,43.2,13777,149.9,127.3,23.9,901.85,3.84
徐州,2022年10月,387.32,249.2,17.6,43.2,13777,149.9,8.6,18.3,901.85,4.03
徐州,2022年11月,387.32,249.2,17.6,43.2,13777,149.9,18.5,10,901.85,4.63
徐州,2022年12月,387.32,249.2,17.6,43.2,13777,149.9,19.3,2.3,901.85,5.67
徐州,2023年1月,387.32,260.59,17.6,43.2,13777,149.9,26,2,902,
徐州,2023年2月,387.32,260.59,17.6,43.2,13777,149.9,31.1,5.1,902,
徐州,2023年3月,387.32,260.59,17.6,43.2,13777,149.9,10,12.9,902,
徐州,2023年4月,387.32,260.59,17.6,43.2,13777,149.9,60.1,16.4,902,
徐州,2023年5月,387.32,260.59,17.6,43.2,13777,149.9,202.8,21.8,902,
徐州,2023年6月,387.32,260.59,17.6,43.2,13777,149.9,70.6,26.6,902,
徐州,2023年7月,387.32,260.59,17.6,43.2,13777,149.9,254.3,28.8,902,
徐州,2023年8月,387.32,260.59,17.6,43.2,13777,149.9,126,28.3,902,
徐州,2023年9月,387.32,260.59,17.6,43.2,13777,149.9,127.3,23.9,902,
徐州,2023年10月,387.32,260.59,17.6,43.2,13777,149.9,8.6,18.3,902,
徐州,2023年11月,387.32,260.59,17.6,43.2,13777,149.9,18.5,10,902,
徐州,2023年12月,387.32,260.59,17.6,43.2,13777,149.9,19.3,2.3,902,
扬州,2018年7月,301.85,165.64,18.4,44,5326,204.2,625.1,28.8,453.1,4.15
扬州,2018年8月,301.85,165.64,18.4,44,5326,204.2,92.6,28.2,453.1,3.41
扬州,2018年9月,301.85,165.64,18.4,44,5326,204.2,216.7,24.5,453.1,3.87
扬州,2018年10月,301.85,165.64,18.4,44,5326,204.2,26.2,18.4,453.1,4.7
扬州,2018年11月,301.85,165.64,18.4,44,5326,204.2,22.2,11.7,453.1,5.64
扬州,2018年12月,301.85,165.64,18.4,44,5326,204.2,59.5,3.8,453.1,5
扬州,2019年1月,301.85,171.95,18.4,44,5326,204.2,40.9,3.7,454.9,5.87
扬州,2019年2月,301.85,171.95,18.4,44,5326,204.2,69,5.5,454.9,4.66
扬州,2019年3月,301.85,171.95,18.4,44,5326,204.2,35.5,12.8,454.9,5.52
扬州,2019年4月,301.85,171.95,18.4,44,5326,204.2,43.1,17,454.9,4.53
扬州,2019年5月,301.85,171.95,18.4,44,5326,204.2,72.5,21.8,454.9,4.73
扬州,2019年6月,301.85,171.95,18.4,44,5326,204.2,246,25.7,454.9,4.25
扬州,2019年7月,301.85,171.95,18.4,44,5326,204.2,625.1,28.8,454.9,3.94
扬州,2019年8月,301.85,171.95,18.4,44,5326,204.2,92.6,28.2,454.9,3.09
扬州,2019年9月,301.85,171.95,18.4,44,5326,204.2,216.7,24.5,454.9,3.19
扬州,2019年10月,301.85,171.95,18.4,44,5326,204.2,26.2,18.4,454.9,4.11
扬州,2019年11月,301.85,171.95,18.4,44,5326,204.2,22.2,11.7,454.9,4.61
扬州,2019年12月,301.85,171.95,18.4,44,5326,204.2,59.5,3.8,454.9,4.82
扬州,2020年1月,301.85,174.54,18.4,44,5326,204.2,40.9,3.7,456.1,5
扬州,2020年2月,301.85,174.54,18.4,44,5326,204.2,69,5.5,456.1,3.11
扬州,2020年3月,301.85,174.54,18.4,44,5326,204.2,35.5,12.8,456.1,3.73
扬州,2020年4月,301.85,174.54,18.4,44,5326,204.2,43.1,17,456.1,4.47
扬州,2020年5月,301.85,174.54,18.4,44,5326,204.2,72.5,21.8,456.1,4.34
扬州,2020年6月,301.85,174.54,18.4,44,5326,204.2,246,25.7,456.1,3.63
扬州,2020年7月,301.85,174.54,18.4,44,5326,204.2,625.1,28.8,456.1,3.819398254
扬州,2020年8月,301.85,174.54,18.4,44,5326,204.2,92.6,28.2,456.1,3.19
扬州,2020年9月,301.85,174.54,18.4,44,5326,204.2,216.7,24.5,456.1,3.84
扬州,2020年10月,301.85,174.54,18.4,44,5326,204.2,26.2,18.4,456.1,3.75
扬州,2020年11月,301.85,174.54,18.4,44,5326,204.2,22.2,11.7,456.1,3.88
扬州,2020年12月,301.85,174.54,18.4,44,5326,204.2,59.5,3.8,456.1,5.66
扬州,2021年1月,301.85,189.62,18.4,44,5326,204.2,40.9,3.7,457.7,5.06
扬州,2021年2月,301.85,189.62,18.4,44,5326,204.2,69,5.5,457.7,3.63
扬州,2021年3月,301.85,189.62,18.4,44,5326,204.2,35.5,12.8,457.7,4.32
扬州,2021年4月,301.85,189.62,18.4,44,5326,204.2,43.1,17,457.7,3.76
扬州,2021年5月,301.85,189.62,18.4,44,5326,204.2,72.5,21.8,457.7,4.01
扬州,2021年6月,301.85,189.62,18.4,44,5326,204.2,246,25.7,457.7,4
扬州,2021年7月,301.85,189.62,18.4,44,5326,204.2,625.1,28.8,457.7,2.78
扬州,2021年8月,301.85,189.62,18.4,44,5326,204.2,92.6,28.2,457.7,2.85
扬州,2021年9月,301.85,189.62,18.4,44,5326,204.2,216.7,24.5,457.7,3.31
扬州,2021年10月,301.85,189.62,18.4,44,5326,204.2,26.2,18.4,457.7,3.62
扬州,2021年11月,301.85,189.62,18.4,44,5326,204.2,22.2,11.7,457.7,4.45
扬州,2021年12月,301.85,189.62,18.4,44,5326,204.2,59.5,3.8,457.7,5.16
扬州,2022年1月,301.85,200.15,18.4,44,5326,204.2,40.9,3.7,458.29,4.94
扬州,2022年2月,301.85,200.15,18.4,44,5326,204.2,69,5.5,458.29,3.93
扬州,2022年3月,301.85,200.15,18.4,44,5326,204.2,35.5,12.8,458.29,4.11
扬州,2022年4月,301.85,200.15,18.4,44,5326,204.2,43.1,17,458.29,3.88
扬州,2022年5月,301.85,200.15,18.4,44,5326,204.2,72.5,21.8,458.29,3.8
扬州,2022年6月,301.85,200.15,18.4,44,5326,204.2,246,25.7,458.29,3.42
扬州,2022年7月,301.85,200.15,18.4,44,5326,204.2,625.1,28.8,458.29,2.85
扬州,2022年8月,301.85,200.15,18.4,44,5326,204.2,92.6,28.2,458.29,3.06
扬州,2022年9月,301.85,200.15,18.4,44,5326,204.2,216.7,24.5,458.29,2.81
扬州,2022年10月,301.85,200.15,18.4,44,5326,204.2,26.2,18.4,458.29,2.92
扬州,2022年11月,301.85,200.15,18.4,44,5326,204.2,22.2,11.7,458.29,3.48
扬州,2022年12月,301.85,200.15,18.4,44,5326,204.2,59.5,3.8,458.29,4.37
扬州,2023年1月,301.85,214.66,18.4,44,5326,204.2,40.9,3.7,458.5,
扬州,2023年2月,301.85,214.66,18.4,44,5326,204.2,69,5.5,458.5,
扬州,2023年3月,301.85,214.66,18.4,44,5326,204.2,35.5,12.8,458.5,
扬州,2023年4月,301.85,214.66,18.4,44,5326,204.2,43.1,17,458.5,
扬州,2023年5月,301.85,214.66,18.4,44,5326,204.2,72.5,21.8,458.5,
扬州,2023年6月,301.85,214.66,18.4,44,5326,204.2,246,25.7,458.5,
扬州,2023年7月,301.85,214.66,18.4,44,5326,204.2,625.1,28.8,458.5,
扬州,2023年8月,301.85,214.66,18.4,44,5326,204.2,92.6,28.2,458.5,
扬州,2023年9月,301.85,214.66,18.4,44,5326,204.2,216.7,24.5,458.5,
扬州,2023年10月,301.85,214.66,18.4,44,5326,204.2,26.2,18.4,458.5,
扬州,2023年11月,301.85,214.66,18.4,44,5326,204.2,22.2,11.7,458.5,
扬州,2023年12月,301.85,214.66,18.4,44,5326,204.2,59.5,3.8,458.5,
无锡,2018年7月,1933.47,551.49,15.3,44.5,21520,200.8,289.1,29.8,742.53,3.42
无锡,2018年8月,1933.47,551.49,15.3,44.5,21520,200.8,141.6,29,742.53,3.37
无锡,2018年9月,1933.47,551.49,15.3,44.5,21520,200.8,166.5,25.7,742.53,4.28
无锡,2018年10月,1933.47,551.49,15.3,44.5,21520,200.8,12.1,19.5,742.53,4.7
无锡,2018年11月,1933.47,551.49,15.3,44.5,21520,200.8,15.5,13.3,742.53,5.51
无锡,2018年12月,1933.47,551.49,15.3,44.5,21520,200.8,44.6,5.5,742.53,5
无锡,2019年1月,1933.47,563.31,15.3,44.5,21520,200.8,42.6,5.4,745.36,5.5
无锡,2019年2月,1933.47,563.31,15.3,44.5,21520,200.8,67.7,6.9,745.36,4.53
无锡,2019年3月,1933.47,563.31,15.3,44.5,21520,200.8,76.9,13.1,745.36,5.12
无锡,2019年4月,1933.47,563.31,15.3,44.5,21520,200.8,33.5,17.8,745.36,4.74
无锡,2019年5月,1933.47,563.31,15.3,44.5,21520,200.8,68.6,22.2,745.36,4.64
无锡,2019年6月,1933.47,563.31,15.3,44.5,21520,200.8,307.3,25.9,745.36,4.02
无锡,2019年7月,1933.47,563.31,15.3,44.5,21520,200.8,289.1,29.8,745.36,3.66
无锡,2019年8月,1933.47,563.31,15.3,44.5,21520,200.8,141.6,29,745.36,3.52
无锡,2019年9月,1933.47,563.31,15.3,44.5,21520,200.8,166.5,25.7,745.36,3.81
无锡,2019年10月,1933.47,563.31,15.3,44.5,21520,200.8,12.1,19.5,745.36,4.54
无锡,2019年11月,1933.47,563.31,15.3,44.5,21520,200.8,15.5,13.3,745.36,4.51
无锡,2019年12月,1933.47,563.31,15.3,44.5,21520,200.8,44.6,5.5,745.36,5.14
无锡,2020年1月,1933.47,569.39,15.3,44.5,21520,200.8,42.6,5.4,746.4,4.87
无锡,2020年2月,1933.47,569.39,15.3,44.5,21520,200.8,67.7,6.9,746.4,3.13
无锡,2020年3月,1933.47,569.39,15.3,44.5,21520,200.8,76.9,13.1,746.4,3.68
无锡,2020年4月,1933.47,569.39,15.3,44.5,21520,200.8,33.5,17.8,746.4,4.33
无锡,2020年5月,1933.47,569.39,15.3,44.5,21520,200.8,68.6,22.2,746.4,4.32
无锡,2020年6月,1933.47,569.39,15.3,44.5,21520,200.8,307.3,25.9,746.4,3.22
无锡,2020年7月,1933.47,569.39,15.3,44.5,21520,200.8,289.1,29.8,746.4,3.43
无锡,2020年8月,1933.47,569.39,15.3,44.5,21520,200.8,141.6,29,746.4,3.23
无锡,2020年9月,1933.47,569.39,15.3,44.5,21520,200.8,166.5,25.7,746.4,4.05
无锡,2020年10月,1933.47,569.39,15.3,44.5,21520,200.8,12.1,19.5,746.4,3.55
无锡,2020年11月,1933.47,569.39,15.3,44.5,21520,200.8,15.5,13.3,746.4,4.01
无锡,2020年12月,1933.47,569.39,15.3,44.5,21520,200.8,44.6,5.5,746.4,5.41
无锡,2021年1月,1933.47,620.25,15.3,44.5,21520,200.8,42.6,5.4,747.95,4.87
无锡,2021年2月,1933.47,620.25,15.3,44.5,21520,200.8,67.7,6.9,747.95,3.33
无锡,2021年3月,1933.47,620.25,15.3,44.5,21520,200.8,76.9,13.1,747.95,4.28
无锡,2021年4月,1933.47,620.25,15.3,44.5,21520,200.8,33.5,17.8,747.95,3.95
无锡,2021年5月,1933.47,620.25,15.3,44.5,21520,200.8,68.6,22.2,747.95,3.85
无锡,2021年6月,1933.47,620.25,15.3,44.5,21520,200.8,307.3,25.9,747.95,3.56
无锡,2021年7月,1933.47,620.25,15.3,44.5,21520,200.8,289.1,29.8,747.95,2.57
无锡,2021年8月,1933.47,620.25,15.3,44.5,21520,200.8,141.6,29,747.95,3.24
无锡,2021年9月,1933.47,620.25,15.3,44.5,21520,200.8,166.5,25.7,747.95,3.29
无锡,2021年10月,1933.47,620.25,15.3,44.5,21520,200.8,12.1,19.5,747.95,3.27
无锡,2021年11月,1933.47,620.25,15.3,44.5,21520,200.8,15.5,13.3,747.95,3.93
无锡,2021年12月,1933.47,620.25,15.3,44.5,21520,200.8,44.6,5.5,747.95,4.8
无锡,2022年1月,1933.47,600.4,15.3,44.5,21520,200.8,42.6,5.4,749.08,4.41
无锡,2022年2月,1933.47,600.4,15.3,44.5,21520,200.8,67.7,6.9,749.08,3.51
无锡,2022年3月,1933.47,600.4,15.3,44.5,21520,200.8,76.9,13.1,749.08,4
无锡,2022年4月,1933.47,600.4,15.3,44.5,21520,200.8,33.5,17.8,749.08,3.66
无锡,2022年5月,1933.47,600.4,15.3,44.5,21520,200.8,68.6,22.2,749.08,3.38
无锡,2022年6月,1933.47,600.4,15.3,44.5,21520,200.8,307.3,25.9,749.08,3.03
无锡,2022年7月,1933.47,600.4,15.3,44.5,21520,200.8,289.1,29.8,749.08,2.81
无锡,2022年8月,1933.47,600.4,15.3,44.5,21520,200.8,141.6,29,749.08,3.09
无锡,2022年9月,1933.47,600.4,15.3,44.5,21520,200.8,166.5,25.7,749.08,3.04
无锡,2022年10月,1933.47,600.4,15.3,44.5,21520,200.8,12.1,19.5,749.08,3.04
无锡,2022年11月,1933.47,600.4,15.3,44.5,21520,200.8,15.5,13.3,749.08,3.44
无锡,2022年12月,1933.47,600.4,15.3,44.5,21520,200.8,44.6,5.5,749.08,4.27
无锡,2023年1月,1933.47,615.03,15.3,44.5,21520,200.8,42.6,5.4,749.5,
无锡,2023年2月,1933.47,615.03,15.3,44.5,21520,200.8,67.7,6.9,749.5,
无锡,2023年3月,1933.47,615.03,15.3,44.5,21520,200.8,76.9,13.1,749.5,
无锡,2023年4月,1933.47,615.03,15.3,44.5,21520,200.8,33.5,17.8,749.5,
无锡,2023年5月,1933.47,615.03,15.3,44.5,21520,200.8,68.6,22.2,749.5,
无锡,2023年6月,1933.47,615.03,15.3,44.5,21520,200.8,307.3,25.9,749.5,
无锡,2023年7月,1933.47,615.03,15.3,44.5,21520,200.8,289.1,29.8,749.5,
无锡,2023年8月,1933.47,615.03,15.3,44.5,21520,200.8,141.6,29,749.5,
无锡,2023年9月,1933.47,615.03,15.3,44.5,21520,200.8,166.5,25.7,749.5,
无锡,2023年10月,1933.47,615.03,15.3,44.5,21520,200.8,12.1,19.5,749.5,
无锡,2023年11月,1933.47,615.03,15.3,44.5,21520,200.8,15.5,13.3,749.5,
无锡,2023年12月,1933.47,615.03,15.3,44.5,21520,200.8,44.6,5.5,749.5,
泰州,2018年7月,509.85,205.74,18.7,44.5,3590,207.6,603.5,28.4,453.01,3.45
泰州,2018年8月,509.85,205.74,18.7,44.5,3590,207.6,188.8,27.9,453.01,2.88
泰州,2018年9月,509.85,205.74,18.7,44.5,3590,207.6,173.4,24.4,453.01,3.68
泰州,2018年10月,509.85,205.74,18.7,44.5,3590,207.6,30.2,18.5,453.01,4.28
泰州,2018年11月,509.85,205.74,18.7,44.5,3590,207.6,24.4,11.7,453.01,5.21
泰州,2018年12月,509.85,205.74,18.7,44.5,3590,207.6,54.9,4,453.01,4.69
泰州,2019年1月,509.85,212.36,18.7,44.5,3590,207.6,45.6,3.5,452.3,5.38
泰州,2019年2月,509.85,212.36,18.7,44.5,3590,207.6,62.6,5.3,452.3,4.53
泰州,2019年3月,509.85,212.36,18.7,44.5,3590,207.6,33.8,11.9,452.3,5.21
泰州,2019年4月,509.85,212.36,18.7,44.5,3590,207.6,27.2,16.2,452.3,4.41
泰州,2019年5月,509.85,212.36,18.7,44.5,3590,207.6,146.4,20.9,452.3,4.75
泰州,2019年6月,509.85,212.36,18.7,44.5,3590,207.6,240.6,25,452.3,4.3
泰州,2019年7月,509.85,212.36,18.7,44.5,3590,207.6,603.5,28.4,452.3,3.61
泰州,2019年8月,509.85,212.36,18.7,44.5,3590,207.6,188.8,27.9,452.3,2.9
泰州,2019年9月,509.85,212.36,18.7,44.5,3590,207.6,173.4,24.4,452.3,2.96
泰州,2019年10月,509.85,212.36,18.7,44.5,3590,207.6,30.2,18.5,452.3,3.79
泰州,2019年11月,509.85,212.36,18.7,44.5,3590,207.6,24.4,11.7,452.3,4.04
泰州,2019年12月,509.85,212.36,18.7,44.5,3590,207.6,54.9,4,452.3,4.94
泰州,2020年1月,509.85,221.14,18.7,44.5,3590,207.6,45.6,3.5,451.68,4.75
泰州,2020年2月,509.85,221.14,18.7,44.5,3590,207.6,62.6,5.3,451.68,3.33
泰州,2020年3月,509.85,221.14,18.7,44.5,3590,207.6,33.8,11.9,451.68,3.71
泰州,2020年4月,509.85,221.14,18.7,44.5,3590,207.6,27.2,16.2,451.68,4.26
泰州,2020年5月,509.85,221.14,18.7,44.5,3590,207.6,146.4,20.9,451.68,4.19
泰州,2020年6月,509.85,221.14,18.7,44.5,3590,207.6,240.6,25,451.68,3.11
泰州,2020年7月,509.85,221.14,18.7,44.5,3590,207.6,603.5,28.4,451.68,2.71
泰州,2020年8月,509.85,221.14,18.7,44.5,3590,207.6,188.8,27.9,451.68,3.12
泰州,2020年9月,509.85,221.14,18.7,44.5,3590,207.6,173.4,24.4,451.68,3.47
泰州,2020年10月,509.85,221.14,18.7,44.5,3590,207.6,30.2,18.5,451.68,3.22
泰州,2020年11月,509.85,221.14,18.7,44.5,3590,207.6,24.4,11.7,451.68,3.56
泰州,2020年12月,509.85,221.14,18.7,44.5,3590,207.6,54.9,4,451.68,5.11
泰州,2021年1月,509.85,240.15,18.7,44.5,3590,207.6,45.6,3.5,452.18,4.81
泰州,2021年2月,509.85,240.15,18.7,44.5,3590,207.6,62.6,5.3,452.18,3.54
泰州,2021年3月,509.85,240.15,18.7,44.5,3590,207.6,33.8,11.9,452.18,3.75
泰州,2021年4月,509.85,240.15,18.7,44.5,3590,207.6,27.2,16.2,452.18,3.35
泰州,2021年5月,509.85,240.15,18.7,44.5,3590,207.6,146.4,20.9,452.18,3.67
泰州,2021年6月,509.85,240.15,18.7,44.5,3590,207.6,240.6,25,452.18,3.39
泰州,2021年7月,509.85,240.15,18.7,44.5,3590,207.6,603.5,28.4,452.18,2.43
泰州,2021年8月,509.85,240.15,18.7,44.5,3590,207.6,188.8,27.9,452.18,2.65
泰州,2021年9月,509.85,240.15,18.7,44.5,3590,207.6,173.4,24.4,452.18,3
泰州,2021年10月,509.85,240.15,18.7,44.5,3590,207.6,30.2,18.5,452.18,3.12
泰州,2021年11月,509.85,240.15,18.7,44.5,3590,207.6,24.4,11.7,452.18,4.1
泰州,2021年12月,509.85,240.15,18.7,44.5,3590,207.6,54.9,4,452.18,4.7
泰州,2022年1月,509.85,254.53,18.7,44.5,3590,207.6,45.6,3.5,450.56,4.53
泰州,2022年2月,509.85,254.53,18.7,44.5,3590,207.6,62.6,5.3,450.56,3.59
泰州,2022年3月,509.85,254.53,18.7,44.5,3590,207.6,33.8,11.9,450.56,4.12
泰州,2022年4月,509.85,254.53,18.7,44.5,3590,207.6,27.2,16.2,450.56,4.02
泰州,2022年5月,509.85,254.53,18.7,44.5,3590,207.6,146.4,20.9,450.56,3.58
泰州,2022年6月,509.85,254.53,18.7,44.5,3590,207.6,240.6,25,450.56,3.23
泰州,2022年7月,509.85,254.53,18.7,44.5,3590,207.6,603.5,28.4,450.56,2.77
泰州,2022年8月,509.85,254.53,18.7,44.5,3590,207.6,188.8,27.9,450.56,3.02
泰州,2022年9月,509.85,254.53,18.7,44.5,3590,207.6,173.4,24.4,450.56,2.66
泰州,2022年10月,509.85,254.53,18.7,44.5,3590,207.6,30.2,18.5,450.56,2.78
泰州,2022年11月,509.85,254.53,18.7,44.5,3590,207.6,24.4,11.7,450.56,3.37
泰州,2022年12月,509.85,254.53,18.7,44.5,3590,207.6,54.9,4,450.56,4.39
泰州,2023年1月,509.85,268.2,18.7,44.5,3590,207.6,45.6,3.5,450.7,
泰州,2023年2月,509.85,268.2,18.7,44.5,3590,207.6,62.6,5.3,450.7,
泰州,2023年3月,509.85,268.2,18.7,44.5,3590,207.6,33.8,11.9,450.7,
泰州,2023年4月,509.85,268.2,18.7,44.5,3590,207.6,27.2,16.2,450.7,
泰州,2023年5月,509.85,268.2,18.7,44.5,3590,207.6,146.4,20.9,450.7,
泰州,2023年6月,509.85,268.2,18.7,44.5,3590,207.6,240.6,25,450.7,
泰州,2023年7月,509.85,268.2,18.7,44.5,3590,207.6,603.5,28.4,450.7,
泰州,2023年8月,509.85,268.2,18.7,44.5,3590,207.6,188.8,27.9,450.7,
泰州,2023年9月,509.85,268.2,18.7,44.5,3590,207.6,173.4,24.4,450.7,
泰州,2023年10月,509.85,268.2,18.7,44.5,3590,207.6,30.2,18.5,450.7,
泰州,2023年11月,509.85,268.2,18.7,44.5,3590,207.6,24.4,11.7,450.7,
泰州,2023年12月,509.85,268.2,18.7,44.5,3590,207.6,54.9,4,450.7,
淮安,2018年7月,181.19,115.97,17.6,44.6,13534,218.6,308.6,27.9,464.63,3.26
淮安,2018年8月,181.19,115.97,17.6,44.6,13534,218.6,275.7,27.1,464.63,3.16
淮安,2018年9月,181.19,115.97,17.6,44.6,13534,218.6,108,23,464.63,4.01
淮安,2018年10月,181.19,115.97,17.6,44.6,13534,218.6,8.1,17.5,464.63,4.38
淮安,2018年11月,181.19,115.97,17.6,44.6,13534,218.6,47.7,10.2,464.63,4.18
淮安,2018年12月,181.19,115.97,17.6,44.6,13534,218.6,67.7,2.6,464.63,4.3
淮安,2019年1月,181.19,117.37,17.6,44.6,13534,218.6,41.7,2.6,464.09,6.08
淮安,2019年2月,181.19,117.37,17.6,44.6,13534,218.6,39.2,4.6,464.09,5.24
淮安,2019年3月,181.19,117.37,17.6,44.6,13534,218.6,40.4,11.8,464.09,4.75
淮安,2019年4月,181.19,117.37,17.6,44.6,13534,218.6,47.1,15.6,464.09,3.92
淮安,2019年5月,181.19,117.37,17.6,44.6,13534,218.6,89.4,20.3,464.09,4.34
淮安,2019年6月,181.19,117.37,17.6,44.6,13534,218.6,152.5,25.3,464.09,3.7
淮安,2019年7月,181.19,117.37,17.6,44.6,13534,218.6,308.6,27.9,464.09,3.09
淮安,2019年8月,181.19,117.37,17.6,44.6,13534,218.6,275.7,27.1,464.09,2.68
淮安,2019年9月,181.19,117.37,17.6,44.6,13534,218.6,108,23,464.09,3.35
淮安,2019年10月,181.19,117.37,17.6,44.6,13534,218.6,8.1,17.5,464.09,4.57
淮安,2019年11月,181.19,117.37,17.6,44.6,13534,218.6,47.7,10.2,464.09,4.68
淮安,2019年12月,181.19,117.37,17.6,44.6,13534,218.6,67.7,2.6,464.09,5.09
淮安,2020年1月,181.19,117.62,17.6,44.6,13534,218.6,41.7,2.6,455.92,5.2
淮安,2020年2月,181.19,117.62,17.6,44.6,13534,218.6,39.2,4.6,455.92,3.45
淮安,2020年3月,181.19,117.62,17.6,44.6,13534,218.6,40.4,11.8,455.92,3.77
淮安,2020年4月,181.19,117.62,17.6,44.6,13534,218.6,47.1,15.6,455.92,4.24
淮安,2020年5月,181.19,117.62,17.6,44.6,13534,218.6,89.4,20.3,455.92,3.84
淮安,2020年6月,181.19,117.62,17.6,44.6,13534,218.6,152.5,25.3,455.92,3.26
淮安,2020年7月,181.19,117.62,17.6,44.6,13534,218.6,308.6,27.9,455.92,2.57
淮安,2020年8月,181.19,117.62,17.6,44.6,13534,218.6,275.7,27.1,455.92,2.76
淮安,2020年9月,181.19,117.62,17.6,44.6,13534,218.6,108,23,455.92,3.61
淮安,2020年10月,181.19,117.62,17.6,44.6,13534,218.6,8.1,17.5,455.92,3.81
淮安,2020年11月,181.19,117.62,17.6,44.6,13534,218.6,47.7,10.2,455.92,4.13
淮安,2020年12月,181.19,117.62,17.6,44.6,13534,218.6,67.7,2.6,455.92,5.96
淮安,2021年1月,181.19,142.02,17.6,44.6,13534,218.6,41.7,2.6,456.22,6.101890184
淮安,2021年2月,181.19,142.02,17.6,44.6,13534,218.6,39.2,4.6,456.22,3.6
淮安,2021年3月,181.19,142.02,17.6,44.6,13534,218.6,40.4,11.8,456.22,4.26
淮安,2021年4月,181.19,142.02,17.6,44.6,13534,218.6,47.1,15.6,456.22,3.45
淮安,2021年5月,181.19,142.02,17.6,44.6,13534,218.6,89.4,20.3,456.22,3.58
淮安,2021年6月,181.19,142.02,17.6,44.6,13534,218.6,152.5,25.3,456.22,3.49
淮安,2021年7月,181.19,142.02,17.6,44.6,13534,218.6,308.6,27.9,456.22,2.08
淮安,2021年8月,181.19,142.02,17.6,44.6,13534,218.6,275.7,27.1,456.22,2.49
淮安,2021年9月,181.19,142.02,17.6,44.6,13534,218.6,108,23,456.22,2.64
淮安,2021年10月,181.19,142.02,17.6,44.6,13534,218.6,8.1,17.5,456.22,3.67
淮安,2021年11月,181.19,142.02,17.6,44.6,13534,218.6,47.7,10.2,456.22,4.46
淮安,2021年12月,181.19,142.02,17.6,44.6,13534,218.6,67.7,2.6,456.22,4.97
淮安,2022年1月,181.19,149.86,17.6,44.6,13534,218.6,41.7,2.6,455.31,5.13
淮安,2022年2月,181.19,149.86,17.6,44.6,13534,218.6,39.2,4.6,455.31,3.98
淮安,2022年3月,181.19,149.86,17.6,44.6,13534,218.6,40.4,11.8,455.31,4.18
淮安,2022年4月,181.19,149.86,17.6,44.6,13534,218.6,47.1,15.6,455.31,4
淮安,2022年5月,181.19,149.86,17.6,44.6,13534,218.6,89.4,20.3,455.31,3.77
淮安,2022年6月,181.19,149.86,17.6,44.6,13534,218.6,152.5,25.3,455.31,3.36
淮安,2022年7月,181.19,149.86,17.6,44.6,13534,218.6,308.6,27.9,455.31,2.48
淮安,2022年8月,181.19,149.86,17.6,44.6,13534,218.6,275.7,27.1,455.31,2.58
淮安,2022年9月,181.19,149.86,17.6,44.6,13534,218.6,108,23,455.31,2.82
淮安,2022年10月,181.19,149.86,17.6,44.6,13534,218.6,8.1,17.5,455.31,3.05
淮安,2022年11月,181.19,149.86,17.6,44.6,13534,218.6,47.7,10.2,455.31,3.62
淮安,2022年12月,181.19,149.86,17.6,44.6,13534,218.6,67.7,2.6,455.31,4.85
淮安,2023年1月,181.19,174.51,17.6,44.6,13534,218.6,41.7,2.6,453.8,
淮安,2023年2月,181.19,174.51,17.6,44.6,13534,218.6,39.2,4.6,453.8,
淮安,2023年3月,181.19,174.51,17.6,44.6,13534,218.6,40.4,11.8,453.8,
淮安,2023年4月,181.19,174.51,17.6,44.6,13534,218.6,47.1,15.6,453.8,
淮安,2023年5月,181.19,174.51,17.6,44.6,13534,218.6,89.4,20.3,453.8,
